Representative_Sequence	total	A23.C0	CreativEruC00	CreativEruC02	CreativEruC03	CreativEruC06	CreativEruC08	CreativEruC10	CreativEruC12	CreativEruC14	CreativEruC16	CreativEruC19	CreativEruC21	CreativEruC23	CreativEruC25	CreativEruC27	CreativEruC29	CreativEruC31	CreativEru_A01	CreativEru_A07	CreativEru_A09	CreativEru_A10	CreativEru_A13	CreativEru_A18	CreativEru_Y04	CreativEru_Y07	CreativEru_Y10	CreativEru_Y13	CreativEru_Y16	CreativEru_Y19	CreativEru_Y23	Y27.CN2	
Mpick762	245	0	33	9	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	20	97	67	6	1	1	0	0	0	0	0	2	0
Mpick763	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mpick764	185	0	28	40	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	21	6	0	29	21	3	2	0	0	4	0	0
Mpick765	192	7	28	24	1	2	0	0	0	0	0	0	0	0	0	1	2	0	6	0	2	1	0	1	60	41	4	7	1	4	0	0
Mpick766	13	0	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick767	16	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	1	0	0	0	1	0
Mpick768	27	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	14	1	0	0	0	0	0	0	0	0
Mpick769	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Mpick770	263	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	14	128	53	0	0	0	0	0	0	0	0
Mpick771	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Mpick772	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Mpick773	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	2	7	5	20	37	26	9	3	0	0	0	1	0
Mpick774	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	6	0	2	0	0	0	0	0	0	0	0
Mpick775	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0
Mpick776	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
Mpick777	72	0	41	3	3	2	0	1	0	0	1	1	0	0	0	1	0	0	17	1	1	0	0	0	0	0	0	0	0	0	0	0
Mpick778	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
Mpick779	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mpick780	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	5	0	0	0	0	0	0	0	0	0
Mpick781	248	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	19	87	67	19	20	0	7	0	0	0	0	1	0
Mpick782	453	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	47	46	97	226	0	0	0	0	0	5	16	3
Mpick783	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	76	1	0	0	0	0	0	0	0	0	0
Mpick784	149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	47	25	16	14	5	10	0	2	0	0	0	0
Mpick785	5292	488	39	1009	495	231	248	169	189	122	196	68	181	85	163	278	293	219	5	19	110	171	62	193	1	48	22	0	2	40	96	50
Mpick786	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	114	0	0	0	0	0	4	0	0
Mpick787	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	1	0	1	0	1	1	0	3	0	0
Mpick788	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0
Mpick789	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Mpick790	35	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	11	0	0	0	0	0	0	0	0	0	0
Mpick791	67	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	2	4	2	11	1	8	1	0	0	2	18	10
Mpick792	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	1	7	0	0	0	0	0	0	0	0
Mpick793	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	4	0
Mpick794	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	0	0	0	0
Mpick795	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
Mpick796	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Mpick797	174	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	28	61	29	0	5	35	8	2	0	0	0	0	0
Mpick798	173	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	9	13	2	1	23	82	0	0	0	0	0	0
Mpick799	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Mpick800	312	0	3	21	5	2	0	3	1	0	2	0	0	0	0	1	0	0	25	20	14	8	5	0	49	153	0	0	0	0	0	0
Mpick801	24	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	16	0	0	0	0	0	0
Mpick802	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Mpick803	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	23	0	0	0	0	0	0	1	0
Mpick804	256	2	11	8	7	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	76	20	43	70	5	2	0	0	0	0	6	3
Mpick805	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Mpick806	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mpick807	21	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mpick808	7	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Mpick809	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0
Mpick810	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick811	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	3	2	0	3	0	0	0	0	0	0	0
Mpick812	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Mpick813	81	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	7	6	2	1	29	0	0	0	0	0	0	0	0
Mpick814	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Mpick815	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0
Mpick816	684	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	674	0	3	0	2	0	0	0	1	0
Mpick817	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	1	36	9	0	0	0	0	0	0
Mpick818	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	1	0	0	0	0	0	0
Mpick819	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Mpick820	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	18	0	0	0	0	0	0	0	0	0
Mpick821	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
Mpick822	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	9	0	0	0	0	0	0	0	0
Mpick823	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Mpick824	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0
Mpick825	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0
Mpick826	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	9	0	0	0	0	0	0	0	0
Mpick827	16	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	2	0	0	0	0	0	0	0	0
Mpick828	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0
Mpick829	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
Mpick830	353	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	2	0	2	0	0	0	0	0	0
Mpick831	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	1	0	1	0	0	0	1	0	0
Mpick832	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0
Mpick833	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
Mpick834	145	119	0	0	0	0	3	0	4	0	0	0	3	0	0	0	0	0	0	0	0	2	6	0	0	0	0	4	0	3	0	1
Mpick835	32	0	0	2	0	0	0	1	0	0	0	0	3	6	8	1	0	9	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Mpick836	24	1	4	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	8	0	0	1	0	0	0	0	0
Mpick837	462	51	1	7	3	6	0	1	6	3	0	1	0	2	2	4	5	3	8	0	12	13	187	117	1	11	1	0	1	0	0	16
Mpick838	198	85	1	12	13	9	0	5	2	0	5	0	0	0	0	0	0	0	2	3	0	0	5	10	0	10	2	0	7	0	4	23
Mpick839	783	0	33	267	150	76	39	57	26	12	11	2	5	4	2	3	6	9	56	9	1	0	4	1	3	6	0	0	0	0	1	0
Mpick840	55	4	0	11	1	9	17	4	1	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0
Mpick841	71	3	0	2	14	11	13	2	6	0	3	5	3	0	1	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick842	103	1	3	30	18	11	12	6	2	0	2	0	2	1	0	2	3	6	0	0	0	0	0	0	0	1	0	0	2	0	1	0
Mpick843	19	0	0	1	7	4	1	0	0	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick844	34	0	5	5	9	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick845	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick846	18	0	0	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0
Mpick847	95	0	1	6	40	18	5	13	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mpick848	7	0	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick849	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Mpick850	29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	1	0	0	0	0	0	0	0
Mpick851	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Mpick852	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0
Mpick853	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0
Mpick854	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0
Mpick855	6298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6226	0	0	72	0	0	0	0	0	0
Mpick856	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1	0	4	0	0	0
Mpick857	57	0	14	18	14	5	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick858	31	1	2	6	4	0	0	6	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mpick859	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	2	1	0	0	3	0	0	0
Mpick860	7	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick861	20	0	1	5	6	2	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mpick862	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick863	23	17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1
Mpick864	106	0	0	3	5	3	3	10	12	13	2	2	10	1	2	2	2	16	5	0	1	0	9	2	0	0	0	0	0	1	2	0
Mpick865	24	0	0	1	5	0	0	1	2	5	1	1	0	1	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick866	8	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mpick867	11	0	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick868	30	0	11	5	10	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick869	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Mpick870	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0
Mpick871	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0
Mpick872	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Mpick873	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mpick874	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
Mpick875	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Mpick876	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	10	2	5	0	0	0	0	0	0	0	0
Mpick877	22	0	10	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	1	0	0	0	0	0	0	0	0	0
Mpick878	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	21	3	0	0	0	0	0	0
Mpick879	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Mpick880	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Mpick881	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Mpick882	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	1	0	0	0	0	0	0	0	0	0
Mpick883	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	71	76	51	21	2	47	18	1	0	0	0	0	0
Mpick884	189	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	44	32	11	16	2	29	36	7	0	4	0	0	0
Mpick885	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0
Mpick886	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
Mpick887	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	36	0	5	1	0	0	0	0	0	0
Mpick888	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	0	0	0
Mpick889	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Mpick890	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	8	0	0
Mpick891	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Mpick892	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Mpick893	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0
Mpick894	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Mpick895	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	0	0	0	0	0	0	0
Mpick896	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	0	0
Mpick897	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
Mpick898	34	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	2
Mpick899	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0
Mpick900	63	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	11	0	0	0	0	0	0	0	0	0	0	4	1	5	16
Mpick901	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
Mpick902	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	16	0	3	0	0	0	0	0	0	0	0
Mpick903	213	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0	0	2	46	22	36	89	2	0	10	0	0	0	0	0
Mpick904	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	28	1	4	3	0	0	0	0	0	0	0	0
Mpick905	27	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	2	7	0	0	0	0	0	2	0	0	5	0	0	4	1	0
Mpick906	587	67	18	57	114	24	1	0	1	0	1	0	0	0	0	0	0	0	35	2	40	2	15	201	4	0	0	0	0	1	4	0
Mpick907	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	4	1	10	18	19	2	0
Mpick908	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0
Mpick909	29	0	5	9	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	4	2	2	0	0	0	0	0	0	0	0	0	0
Mpick910	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0
Mpick911	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
Mpick912	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	46	5	0	0	0	0	0	0	0	0
Mpick913	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	2	43	30	0	0	0	0	0	0	0	0
Mpick914	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
Mpick915	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Mpick916	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	9	0	0	0	0	0	0	0	0
Mpick917	13	0	7	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Mpick918	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Mpick919	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
Mpick920	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mpick921	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0
Mpick922	108	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	1	18	2	1	22	12	3	10
Mpick923	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	0	12	0	0	0	0	0	0	0	0
Mpick924	112	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	0	79	0	0	0	0	0	0	0	0
Mpick925	46	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	26	0	0	0	0	0	0	0	0
Mpick926	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Mpick927	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	1	1	1	0	0	0	0	0	0	0	0
Mpick928	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Mpick929	137	10	10	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	19	21	25	15	5	19	1	0	0	1	0	0	0	0
Mpick930	77	14	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	7	35	0	0	0	0	0	0	0	0
Mpick931	21	0	2	0	8	3	0	0	4	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Mpick932	9	0	0	0	0	1	0	2	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick933	73	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	23	18	2	1	5	0	0	0	0	0	0	0	0
Mpick934	49	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	12	12	0	0	0	0	0	0	0	0
Mpick935	37	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	8	0	0	0	0	0	0	1	2
Mpick936	20	0	5	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	1	0	0	0
Mpick937	13	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick938	66	0	0	2	50	7	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Mpick939	31	5	4	0	2	0	1	3	0	0	0	0	0	0	5	0	0	0	4	4	1	0	0	0	1	1	0	0	0	0	0	0
Mpick940	15	3	0	0	5	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
Mpick941	12	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
Mpick942	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0
Mpick943	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	67	0	0	0	0	0	0	0	0
Mpick944	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Mpick945	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Mpick946	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Mpick947	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
Mpick948	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Mpick949	131	0	68	9	1	5	0	0	0	0	0	0	0	0	0	0	0	0	35	5	3	2	1	1	1	0	0	0	0	0	0	0
Mpick950	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick951	65	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	23	9	7	5	8	2	3	0	0	0	0	0	0	0
Mpick952	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Mpick953	124	63	13	1	2	1	0	0	0	5	0	0	0	0	2	0	0	0	8	5	1	2	4	8	0	5	0	0	1	3	0	0
Mpick954	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Mpick955	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Mpick956	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
